portalFamily,portalPosition,portalLabel,duplicateLabelCount,source,observedOn,effectiveDate,candidateCatalogDestinations,exactCatalogDestination,canonicalCode,programId,status,exception
Euro Panel,393,S SCREEN COFFEE BEAN-0610B2,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p12_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to S Screen FR; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,394,S SCREEN CORK-0100C2,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p12_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to S Screen FR; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,395,S SCREEN GRANITE-0070C1,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p12_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to S Screen FR; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,396,S SCREEN JUTE-0200C1,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p12_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to S Screen FR; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,397,S SCREEN MARBLE-0020D2,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p12_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to S Screen FR; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,398,S SCREEN NOUGAT-0100P1,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p12_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to S Screen FR; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,399,S SCREEN PAPYRUS-0100N5,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p12_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to S Screen FR; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,400,S SCREEN PEPPERCORN-0070B1,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p12_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to S Screen FR; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,401,S SCREEN PORCELAIN-0020D1,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p12_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to S Screen FR; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,402,S SCREEN SEASALT-0020P1,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p12_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to S Screen FR; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,403,S SCREEN SESAME-0610P6,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p12_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to S Screen FR; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,404,SAVANNA-GRASS B/O-86,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,405,SAVANNA-STONE B/O-86,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,406,SAVANNA-ZEBRA B/O-86,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,407,SERENADE-CHARCOAL B/O-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,408,SERENADE-CHARCOAL-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,409,SERENADE-CHIFFON B/O-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,410,SERENADE-CHIFFON-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,411,SERENADE-CLOUD B/O-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,412,SERENADE-CLOUD-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,413,SERENADE-DOVE B/O-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,414,SERENADE-DOVE-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,415,SERENADE-LATTE B/O-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,416,SERENADE-LATTE-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,417,SERENADE-PARCHMENT B/O-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,418,SERENADE-PARCHMENT-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,419,SHANGTUNG 10% 1001,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,420,SHANGTUNG 10% 1002,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,421,SHANGTUNG 10% 1003,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,422,SHANGTUNG 10% 1004,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,423,SHANGTUNG 10% 1005,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,424,SHIMMERING B/O BLACK WHITE 1906,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Shimmering Blackout; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,425,SHIMMERING B/O GOLD 1903,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Shimmering Blackout; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,426,SHIMMERING B/O GREY 1904,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Shimmering Blackout; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,427,SHIMMERING B/O SILVER BLACK 1905,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Shimmering Blackout; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,428,SHIMMERING B/O WHITE 1901,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Shimmering Blackout; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,429,SHIMMERING B/O WHITE GOLD 1902,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Shimmering Blackout; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,430,SHIMMERING L/F BLACK WHITE 1106,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p9_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Shimmering Light Filtering; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,431,SHIMMERING L/F GOLD 1103,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p9_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Shimmering Light Filtering; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,432,SHIMMERING L/F GREY 1104,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p9_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Shimmering Light Filtering; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,433,SHIMMERING L/F SILVER BLACK 1105,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p9_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Shimmering Light Filtering; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,434,SHIMMERING L/F WHITE 1101,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p9_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Shimmering Light Filtering; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,435,SHIMMERING L/F WHITE GOLD 1102,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p9_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Shimmering Light Filtering; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,436,SHOT SILK-IVORY B/O-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,437,SHOT SILK-MOONSTONE B/O-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,438,SHOT SILK-PANNACOTTA B/O-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,439,SILK BAMBOO B/O YM5301,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Silk Bamboo Blackout; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,440,SILK BAMBOO B/O YM5303,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Silk Bamboo Blackout; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,441,SILK BAMBOO B/O YM5302,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Silk Bamboo Blackout; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,442,SILK BAMBOO B/O YM5304,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Silk Bamboo Blackout; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,443,SILK BAMBOO B/O YM5305,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Silk Bamboo Blackout; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,444,SILK BAMBOO L/F Y5314,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p9_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Silk Bamboo; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,445,SILK BAMBOO L/F YM5311,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p9_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Silk Bamboo; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,446,SILK BAMBOO L/F YM5312,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p9_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Silk Bamboo; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,447,SILK BAMBOO L/F YM5313,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p9_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Silk Bamboo; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,448,SILK BAMBOO L/F YM5315,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p9_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Silk Bamboo; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,449,SOFT LINEN BLACKOUT-PTJ-901,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Soft Linen Blackout; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,450,SOFT LINEN BLACKOUT-PTJ-903,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Soft Linen Blackout; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,451,SOFT LINEN L. FILTER-PTJ-001,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p6_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Soft Linen Light Filtering; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,452,SOFT LINEN L. FILTER-PTJ-003,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p6_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Soft Linen Light Filtering; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,453,SOHO-ALMOND B/O-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,454,SOHO-ALMOND-118 L/F,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,455,SOHO-DRIFTWOOD B/O-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,456,SOHO-DRIFTWOOD-118 L/F,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,457,SOHO-MUSHROOM B/O-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,458,SOHO-MUSHROOM-118 L/F,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,459,SOHO-PEARL B/O-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,460,SOHO-PEARL-118 L/F,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,461,SOHO-SAND B/O-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,462,SOHO-SAND-118 L/F,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,463,SORRENTO IVORY TW,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,464,STATIC B/O 1904,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p9_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Static Blackout; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,465,STATIC B/O BEIGE 1904,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p9_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Static Blackout; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,466,STATIC B/O COFFEE 1906,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p9_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Static Blackout; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,467,STATIC B/O EARTH 1903,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p9_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Static Blackout; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,468,STATIC B/O GREY 1905,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p9_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Static Blackout; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,469,STATIC B/O SOFT WHITE1901,1,https://sundance.blindata.app,2026-09-20,2024-08-01,"['sundance_europanels', 'sundance_louvolite_europanels']",sundance_europanels,,sundance_europanels_p9_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Static Blackout; complete control, dimensional and account-price compatibility remain unresolved"
Euro Panel,470,SUMMERLAND B/O - BLEND NOMAD 04,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,471,SUMMERLAND B/O - ECHO DUNE 03,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,472,SUMMERLAND B/O - FLAX 01,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,473,SUMMERLAND B/O - SAND 02,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,474,SUMMERLAND B/O - STONE GRAY 05,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,475,SUMMERLAND B/O SAND 02,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,476,SUMMERLAND L/F - BLEND NOMAD 04,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,477,SUMMERLAND L/F - ECHO DUNE 03,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,478,SUMMERLAND L/F - FLAX 01,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,479,SUMMERLAND L/F - SAND 02,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,480,SUMMERLAND L/F - STONE GRAY 05,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,481,SUNSET-ALABASTER B/O-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,482,SUNSET-ASH B/O-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,483,SUNSET-BLACK B/O-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Euro Panel,484,SUNSET-MINK B/O-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_europanels', 'sundance_louvolite_europanels']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
