"products","file","line","kind","rule_id","source","message","expression","enclosing_function"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-hardware.ts","77","validation object","`honeycomb.hardware.${id}`","sourceProvenance(""norman-honeycomb-guide-2026-07"", {page})","","{severity: ""hard_block"", ruleId: `honeycomb.hardware.${id}`, source: sourceProvenance(""norman-honeycomb-guide-2026-07"", {page}), selectedValues: {...c}, explanation}","validateHoneycombHardware"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-hardware.ts","78","validation helper invocation","""choice""","45","""Choose Yes or No for the requested accessory.""","add(""choice"",45,""Choose Yes or No for the requested accessory."")","validateHoneycombHardware"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-hardware.ts","79","validation helper invocation","""installation""","6","""Select regular support brackets or a valid side-mount installation.""","add(""installation"",6,""Select regular support brackets or a valid side-mount installation."")","validateHoneycombHardware"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-hardware.ts","80","validation helper invocation","""side_mount_kit""","6","""The side-mount support kit requires an eligible inside-mounted shade.""","add(""side_mount_kit"",6,""The side-mount support kit requires an eligible inside-mounted shade."")","validateHoneycombHardware"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-hardware.ts","81","validation helper invocation","""skylight_guard_color""","45","""Motorized Skylight Light Guard must match an available rail finish.""","add(""skylight_guard_color"",45,""Motorized Skylight Light Guard must match an available rail finish."")","validateHoneycombHardware"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-hardware.ts","82","validation helper invocation","""shims""","47","""Choose zero through two shim layers for an eligible mounting system. Multi-shade headrails require individual hardware reconciliation.""","add(""shims"",47,""Choose zero through two shim layers for an eligible mounting system. Multi-shade headrails require individual hardware reconciliation."")","validateHoneycombHardware"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-hardware.ts","83","validation helper invocation","""plate""","47","""Select a documented mounting-plate choice.""","add(""plate"",47,""Select a documented mounting-plate choice."")","validateHoneycombHardware"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-hardware.ts","84","validation helper invocation","""plate_required""","47","""Large-cell SmartFit requires the mounting plate; the removable-plate option applies only to SmartFit and SmartFit Dual.""","add(""plate_required"",47,""Large-cell SmartFit requires the mounting plate; the removable-plate option applies only to SmartFit and SmartFit Dual."")","validateHoneycombHardware"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-hardware.ts","85","validation helper invocation","""pole""","47","""Select one or two documented poles or attachments for a compatible cordless/SmartFit shade.""","add(""pole"",47,""Select one or two documented poles or attachments for a compatible cordless/SmartFit shade."")","validateHoneycombHardware"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-hardware.ts","86","validation helper invocation","""pole_length""","47","""Choose a 36-inch or 60-inch operating pole.""","add(""pole_length"",47,""Choose a 36-inch or 60-inch operating pole."")","validateHoneycombHardware"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-hardware.ts","87","validation helper invocation","""light_guard_mount""","45","""Light Guard requires inside mount and is unavailable for framed SmartFit, specialty shapes or 2-on-1 shades.""","add(""light_guard_mount"",45,""Light Guard requires inside mount and is unavailable for framed SmartFit, specialty shapes or 2-on-1 shades."")","validateHoneycombHardware"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-hardware.ts","88","validation helper invocation","""light_guard_color""","45","""Choose a documented Light Guard finish.""","add(""light_guard_color"",45,""Choose a documented Light Guard finish."")","validateHoneycombHardware"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-hardware.ts","89","validation helper invocation","""hold_down""","45","""This system does not support the requested hold-down. Magnetic hold-downs require outside mount.""","add(""hold_down"",45,""This system does not support the requested hold-down. Magnetic hold-downs require outside mount."")","validateHoneycombHardware"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-hardware.ts","90","validation helper invocation","""magnet_color""","45","""Choose a documented magnetic catch finish.""","add(""magnet_color"",45,""Choose a documented magnetic catch finish."")","validateHoneycombHardware"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-hardware.ts","91","validation helper invocation","""legacy_shims""","48","""Reconfirm shim layers so the correct bracket-based quantity can be priced.""","add(""legacy_shims"",48,""Reconfirm shim layers so the correct bracket-based quantity can be priced."")","validateHoneycombHardware"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-hardware.ts","92","validation helper invocation","""legacy_guard""","45","""Reconfirm the Light Guard and its finish before repricing.""","add(""legacy_guard"",45,""Reconfirm the Light Guard and its finish before repricing."")","validateHoneycombHardware"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-hardware.ts","93","validation helper invocation","""legacy_side_mount""","6","""Reconfirm the side-mount support kit before repricing.""","add(""legacy_side_mount"",6,""Reconfirm the side-mount support kit before repricing."")","validateHoneycombHardware"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-hardware.ts","94","validation helper invocation","""legacy_magnet""","45","""Reconfirm the magnetic hold-down selection before repricing.""","add(""legacy_magnet"",45,""Reconfirm the magnetic hold-down selection before repricing."")","validateHoneycombHardware"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-motor-accessories.ts","23","validation object","`honeycomb.accessory.${id}`","sourceProvenance(""norman-motorization-guide-2026-09-16"",{page})","","{severity:""hard_block"",ruleId:`honeycomb.accessory.${id}`,source:sourceProvenance(""norman-motorization-guide-2026-09-16"",{page}),selectedValues:{...c},explanation}","honeycombMotorAccessories"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-motor-accessories.ts","24","validation helper invocation","""autowand_breeze""","80","""AutoWand woven Honeycomb is available in Windsong and Ashton; Breeze is not listed for this system.""","add(""autowand_breeze"",80,""AutoWand woven Honeycomb is available in Windsong and Ashton; Breeze is not listed for this system."")","honeycombMotorAccessories"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-motor-accessories.ts","28","validation helper invocation","key","wand?81:15","`Enter a whole accessory count between zero and ${max}.`","add(key,wand?81:15,`Enter a whole accessory count between zero and ${max}.`)","honeycombMotorAccessories"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-motor-accessories.ts","34","validation helper invocation","""charging_kit""","automate?67:12","""Extra AutoWand charging kits are priced here. Other Honeycomb charger identities require dealer confirmation; the Automate guide specifies 5V/2A while the retail kit names 5V/1A.""","add(""charging_kit"",automate?67:12,""Extra AutoWand charging kits are priced here. Other Honeycomb charger identities require dealer confirmation; the Automate guide specifies 5V/2A while the retail kit names 5V/1A."")","honeycombMotorAccessories"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-motor-accessories.ts","35","validation helper invocation","""extension_cable""","13","""Honeycomb Norman Smart extensions are parts-order-only, work with 36W only, and have no shade-order retail price. Do not substitute another product's extension cable.""","add(""extension_cable"",13,""Honeycomb Norman Smart extensions are parts-order-only, work with 36W only, and have no shade-order retail price. Do not substitute another product's extension cable."")","honeycombMotorAccessories"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-motor-accessories.ts","36","validation helper invocation","""extension_pole""","12","""The 36-inch charging extension pole requires a wired or wireless Norman Smart charging wand.""","add(""extension_pole"",12,""The 36-inch charging extension pole requires a wired or wireless Norman Smart charging wand."")","honeycombMotorAccessories"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-motor-accessories.ts","37","validation helper invocation","""harness""","14","""Additional DC harnesses require Norman Smart DC Low Voltage power.""","add(""harness"",14,""Additional DC harnesses require Norman Smart DC Low Voltage power."")","honeycombMotorAccessories"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-motor-accessories.ts","38","validation helper invocation","""repeater""","15","""Repeaters require Norman Smart or Automate Home motorization.""","add(""repeater"",15,""Repeaters require Norman Smart or Automate Home motorization."")","honeycombMotorAccessories"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-motor-accessories.ts","41","validation helper invocation","""remote_quantity""","15","""Select a compatible remote before specifying its supplied quantity.""","add(""remote_quantity"",15,""Select a compatible remote before specifying its supplied quantity."")","honeycombMotorAccessories"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-motor-accessories.ts","44","validation helper invocation","""channel""","automate?68:15","`Select channel 1 through ${maxChannel}; channel zero operates all shades and is not an individual shade assignment.`","add(""channel"",automate?68:15,`Select channel 1 through ${maxChannel}; channel zero operates all shades and is not an individual shade assignment.`)","honeycombMotorAccessories"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-motor-accessories.ts","45","validation helper invocation","""rings""","15","""Four-color ring sets require a SmartDial G2 remote.""","add(""rings"",15,""Four-color ring sets require a SmartDial G2 remote."")","honeycombMotorAccessories"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-motor-accessories.ts","47","validation helper invocation","""solar_choice""","67","""Choose Yes or No for the solar panel.""","add(""solar_choice"",67,""Choose Yes or No for the solar panel."")","honeycombMotorAccessories"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-motor-accessories.ts","48","validation helper invocation","""solar""","67","""A Honeycomb solar panel requires the Automate external rechargeable battery power source.""","add(""solar"",67,""A Honeycomb solar panel requires the Automate external rechargeable battery power source."")","honeycombMotorAccessories"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-motor-accessories.ts","49","validation helper invocation","""wand_length""","81","""Choose a documented AutoWand length from 8 through 72 inches.""","add(""wand_length"",81,""Choose a documented AutoWand length from 8 through 72 inches."")","honeycombMotorAccessories"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-motor-accessories.ts","50","validation helper invocation","""wand_color""","81","""AutoWand, hook and ring are White, Cottage White or Black.""","add(""wand_color"",81,""AutoWand, hook and ring are White, Cottage White or Black."")","honeycombMotorAccessories"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-motor-accessories.ts","51","validation helper invocation","""extension_color""","81","""Choose White or Black for the 118-inch AutoWand extension cable.""","add(""extension_color"",81,""Choose White or Black for the 118-inch AutoWand extension cable."")","honeycombMotorAccessories"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-motor-accessories.ts","52","validation helper invocation","""network""","15","""Use a positive whole motor-network number.""","add(""network"",15,""Use a positive whole motor-network number."")","honeycombMotorAccessories"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-motor-accessories.ts","55","validation helper invocation","""cable_exit""","11","""AC/DC cable exit is front or back of the headrail; top exit requires outside mount.""","add(""cable_exit"",11,""AC/DC cable exit is front or back of the headrail; top exit requires outside mount."")","honeycombMotorAccessories"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-motor-accessories.ts","56","validation helper invocation","""65w_back_shim""","17","""Outside-mounted 65W Honeycomb with a back cable exit requires at least one shim behind each mounting bracket.""","add(""65w_back_shim"",17,""Outside-mounted 65W Honeycomb with a back cable exit requires at least one shim behind each mounting bracket."")","honeycombMotorAccessories"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-mounting.ts","69","validation object","`honeycomb.mounting.${id}`","sourceProvenance(sourceId,{page})","","{severity:""hard_block"",ruleId:`honeycomb.mounting.${id}`,source:sourceProvenance(sourceId,{page}),selectedValues:{...c},explanation}","honeycombMounting"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-mounting.ts","70","validation helper invocation","""fit""","enclosing module source helper","""Select Flush Inside or Semi-Inside mounting.""","add(""fit"", ""Select Flush Inside or Semi-Inside mounting."")","honeycombMounting"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-mounting.ts","71","validation helper invocation","""source_scope""","enclosing module source helper","unresolved","add(""source_scope"", unresolved)","honeycombMounting"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-mounting.ts","72","validation helper invocation","""unavailable""","enclosing module source helper","""The selected cell, operating system and accessories do not offer this inside-mount arrangement.""","add(""unavailable"", ""The selected cell, operating system and accessories do not offer this inside-mount arrangement."")","honeycombMounting"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-mounting.ts","73","validation helper invocation","""depth_required""","enclosing module source helper","""Enter the measured unobstructed recess depth in inches.""","add(""depth_required"", ""Enter the measured unobstructed recess depth in inches."")","honeycombMounting"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-mounting.ts","74","validation helper invocation","""depth""","enclosing module source helper","`This mounting arrangement requires at least ${required} inches of unobstructed recess depth.`","add(""depth"", `This mounting arrangement requires at least ${required} inches of unobstructed recess depth.`)","honeycombMounting"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-mounting.ts","75","validation helper invocation","""holder""","enclosing module source helper","""The Semi-IM cord-tensioner holder applies only to Cord Loop and SmartRelease systems.""","add(""holder"", ""The Semi-IM cord-tensioner holder applies only to Cord Loop and SmartRelease systems."")","honeycombMounting"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-vertical.ts","36","validation object","`honeycomb.vertical.${id}`","sourceProvenance(""norman-honeycomb-guide-2026-07"", {page})","","{severity: ""hard_block"", ruleId: `honeycomb.vertical.${id}`, source: sourceProvenance(""norman-honeycomb-guide-2026-07"", {page}), selectedValues: {...s.configuration}, explanation}","validateVerticalHoneycombHardware"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-vertical.ts","37","validation helper invocation","""application""","36","""Vertical Honeycomb requires the Patio Door Vertical application and its vertical operating system.""","add(""application"",36,""Vertical Honeycomb requires the Patio Door Vertical application and its vertical operating system."")","validateVerticalHoneycombHardware"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-vertical.ts","38","validation helper invocation","""mounting""","37","""Select a pre-drilled headrail or installation brackets for inside-mounted Vertical Honeycomb.""","add(""mounting"",37,""Select a pre-drilled headrail or installation brackets for inside-mounted Vertical Honeycomb."")","validateVerticalHoneycombHardware"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-vertical.ts","39","validation helper invocation","""shim_layers""","49","""Choose zero, one or two shim layers; pre-drilled top mounting cannot use shims.""","add(""shim_layers"",49,""Choose zero, one or two shim layers; pre-drilled top mounting cannot use shims."")","validateVerticalHoneycombHardware"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-vertical.ts","40","validation helper invocation","""day_night_price_dimensions""","38","""Vertical Day & Night requires a dealer comparison of the two individual pricing widths before a customer price can be issued.""","add(""day_night_price_dimensions"",38,""Vertical Day & Night requires a dealer comparison of the two individual pricing widths before a customer price can be issued."")","validateVerticalHoneycombHardware"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-vertical.ts","42","validation helper invocation","""horizontal_accessory""","45","""Hold-downs, Light Guard and operating poles are not offered for Vertical Honeycomb.""","add(""horizontal_accessory"",45,""Hold-downs, Light Guard and operating poles are not offered for Vertical Honeycomb."")","validateVerticalHoneycombHardware"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/norman-honeycomb-vertical.ts","44","validation helper invocation","""cutout_price""","46","""Vertical baseboard rail cut-outs require dealer confirmation of the applicable charge; the horizontal cut-out charge is not assumed.""","add(""cutout_price"",46,""Vertical baseboard rail cut-outs require dealer confirmation of the applicable charge; the horizontal cut-out charge is not assumed."")","validateVerticalHoneycombHardware"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-hardware.ts","36","validation object","`norman.perfectsheer.${id}`","sourceProvenance(""norman-perfectsheer-smartdrape-guide-2026-09"",{page})","","{severity:""hard_block"",ruleId:`norman.perfectsheer.${id}`,source:sourceProvenance(""norman-perfectsheer-smartdrape-guide-2026-09"",{page}),selectedValues:{...c},explanation}","validatePerfectsheerHardware"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-hardware.ts","37","validation helper invocation","""magnetic_hold_down""","45","""Choose Yes or No for magnetic hold-downs.""","add(""magnetic_hold_down"",45,""Choose Yes or No for magnetic hold-downs."")","validatePerfectsheerHardware"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-hardware.ts","38","validation helper invocation","""shim_layers""","45","""Select zero through three shim layers. The piece count follows the finished shade width.""","add(""shim_layers"",45,""Select zero through three shim layers. The piece count follows the finished shade width."")","validatePerfectsheerHardware"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-hardware.ts","39","validation helper invocation","""light_guard""","44","""Select no Light Guard, Basic Light Guard or Premium Wood Light Guard.""","add(""light_guard"",44,""Select no Light Guard, Basic Light Guard or Premium Wood Light Guard."")","validatePerfectsheerHardware"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-hardware.ts","42","validation helper invocation","""light_guard_color""","44","""Select a current finish for the chosen Light Guard material.""","add(""light_guard_color"",44,""Select a current finish for the chosen Light Guard material."")","validatePerfectsheerHardware"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-hardware.ts","44","validation helper invocation","""magnet_color""","45","""Select a documented magnetic catch finish; Nickel-Plated is the default.""","add(""magnet_color"",45,""Select a documented magnetic catch finish; Nickel-Plated is the default."")","validatePerfectsheerHardware"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-hardware.ts","45","validation helper invocation","""legacy_magnet""","45","""Reconfirm the magnetic hold-down selection before repricing.""","add(""legacy_magnet"",45,""Reconfirm the magnetic hold-down selection before repricing."")","validatePerfectsheerHardware"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-hardware.ts","46","validation helper invocation","""legacy_shim""","45","""Reconfirm the number of shim layers before repricing.""","add(""legacy_shim"",45,""Reconfirm the number of shim layers before repricing."")","validatePerfectsheerHardware"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-hardware.ts","48","validation helper invocation","""legacy_light_guard""","44","""Reconfirm the Light Guard type and finish before repricing.""","add(""legacy_light_guard"",44,""Reconfirm the Light Guard type and finish before repricing."")","validatePerfectsheerHardware"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-matching.ts","20","validation object","`norman.perfectsheer.side_by_side_${rule}`","sourceProvenance(""norman-perfectsheer-smartdrape-guide-2026-09"",{page:32})","","{severity:""hard_block"",ruleId:`norman.perfectsheer.side_by_side_${rule}`,source:sourceProvenance(""norman-perfectsheer-smartdrape-guide-2026-09"",{page:32}),selectedValues:{lineId:row.lineId,groupId:id},explanation}","derivePerfectsheerMatching"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-matching.ts","21","validation helper invocation","""count""","enclosing module source helper","""Select at least two shades for side-by-side vane alignment.""","add(""count"",""Select at least two shades for side-by-side vane alignment."")","derivePerfectsheerMatching"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-matching.ts","22","validation helper invocation","""room""","enclosing module source helper","""Side-by-side PerfectSheer shades must be ordered for the same room.""","add(""room"",""Side-by-side PerfectSheer shades must be ordered for the same room."")","derivePerfectsheerMatching"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-matching.ts","29","validation helper invocation","key","enclosing module source helper","`Side-by-side PerfectSheer shades require matching ${key} selections for vane alignment.`","add(key,`Side-by-side PerfectSheer shades require matching ${key} selections for vane alignment.`)","derivePerfectsheerMatching"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-motor-accessories.ts","26","validation object","`perfectsheer.accessory.${id}`","sourceProvenance(""norman-motorization-guide-2026-09-16"",{page})","","{severity:""hard_block"", ruleId:`perfectsheer.accessory.${id}`, source:sourceProvenance(""norman-motorization-guide-2026-09-16"",{page}), selectedValues:{...c}, explanation}","perfectsheerMotorAccessories"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-motor-accessories.ts","29","validation helper invocation","key","page","`Enter a whole accessory count between zero and ${max} for this line.`","add(key,page,`Enter a whole accessory count between zero and ${max} for this line.`)","perfectsheerMotorAccessories"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-motor-accessories.ts","33","validation helper invocation","""wand_ratio""","90","""AutoWand shade height cannot exceed four times its finished shade width.""","add(""wand_ratio"",90,""AutoWand shade height cannot exceed four times its finished shade width."")","perfectsheerMotorAccessories"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-motor-accessories.ts","38","validation helper invocation","""charging_kit""","wand?91:42","""Additional charging kits are supported for AutoWand and Norman Smart rechargeable motors. The current Automate charging-kit price identity still requires reconciliation.""","add(""charging_kit"",wand?91:42,""Additional charging kits are supported for AutoWand and Norman Smart rechargeable motors. The current Automate charging-kit price identity still requires reconciliation."")","perfectsheerMotorAccessories"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-motor-accessories.ts","40","validation helper invocation","""extension""","wand?91:42","""This extension cable is available only for AutoWand or the selected Norman Smart AC/battery power source.""","add(""extension"",wand?91:42,""This extension cable is available only for AutoWand or the selected Norman Smart AC/battery power source."")","perfectsheerMotorAccessories"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-motor-accessories.ts","42","validation helper invocation","""harness""","automate?75:41","""Extra connection harnesses require a compatible DC low-voltage motor.""","add(""harness"",automate?75:41,""Extra connection harnesses require a compatible DC low-voltage motor."")","perfectsheerMotorAccessories"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-motor-accessories.ts","44","validation helper invocation","""repeater""","43","""Repeaters require Norman Smart or Automate Home motorization.""","add(""repeater"",43,""Repeaters require Norman Smart or Automate Home motorization."")","perfectsheerMotorAccessories"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-motor-accessories.ts","49","validation helper invocation","""remote_quantity""","automate?76:43","""Select the compatible remote type before specifying how many controls to supply for this line.""","add(""remote_quantity"",automate?76:43,""Select the compatible remote type before specifying how many controls to supply for this line."")","perfectsheerMotorAccessories"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-motor-accessories.ts","52","validation helper invocation","""remote_channel""","automate?76:43","`Choose a shade channel from 1 through ${maxChannel} for its selected control. Channel zero on the 15-channel remote operates all shades; it is not an individual shade channel.`","add(""remote_channel"",automate?76:43,`Choose a shade channel from 1 through ${maxChannel} for its selected control. Channel zero on the 15-channel remote operates all shades; it is not an individual shade channel.`)","perfectsheerMotorAccessories"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-motor-accessories.ts","54","validation helper invocation","""color_rings""","43","""Additional four-color ring sets require a Norman SmartDial G2 remote.""","add(""color_rings"",43,""Additional four-color ring sets require a Norman SmartDial G2 remote."")","perfectsheerMotorAccessories"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-motor-accessories.ts","57","validation helper invocation","""solar""","74","""Solar panels require Automate ARC with its standard rechargeable battery.""","add(""solar"",74,""Solar panels require Automate ARC with its standard rechargeable battery."")","perfectsheerMotorAccessories"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-motor-accessories.ts","59","validation helper invocation","""wand_length""","91","""Select a documented 8, 16, 24, 36, 48, 60 or 72-inch AutoWand.""","add(""wand_length"",91,""Select a documented 8, 16, 24, 36, 48, 60 or 72-inch AutoWand."")","perfectsheerMotorAccessories"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-motor-accessories.ts","60","validation helper invocation","""wand_only""","90","""Wand length and the AutoWand door configuration require AutoWand.""","add(""wand_only"",90,""Wand length and the AutoWand door configuration require AutoWand."")","perfectsheerMotorAccessories"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-motor-accessories.ts","61","validation helper invocation","""extension_color""","91","""Choose White or Black for the 118-inch AutoWand extension cable.""","add(""extension_color"",91,""Choose White or Black for the 118-inch AutoWand extension cable."")","perfectsheerMotorAccessories"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-motor-accessories.ts","62","validation helper invocation","key","wand?90:74","""Choose Yes or No for this option.""","add(key,wand?90:74,""Choose Yes or No for this option."")","perfectsheerMotorAccessories"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-motor-accessories.ts","64","validation helper invocation","""network""","automate?76:43","""Use a positive whole motor-network number.""","add(""network"",automate?76:43,""Use a positive whole motor-network number."")","perfectsheerMotorAccessories"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-valance.ts","38","validation object","`norman.perfectsheer.valance_${id}`","sourceProvenance(""norman-perfectsheer-smartdrape-guide-2026-09"",{page})","","{severity:""hard_block"",ruleId:`norman.perfectsheer.valance_${id}`,source:sourceProvenance(""norman-perfectsheer-smartdrape-guide-2026-09"",{page}),selectedValues:{...c},explanation}","validatePerfectsheerValance"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-valance.ts","39","validation helper invocation","""width""","38","""Custom valance width must be positive and no more than the ordered shade span plus 12 inches, measured end to end including returns.""","add(""width"",38,""Custom valance width must be positive and no more than the ordered shade span plus 12 inches, measured end to end including returns."")","validatePerfectsheerValance"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-valance.ts","40","validation helper invocation","""returns""","37","""Choose no returns, a left return, a right return or both returns.""","add(""returns"",37,""Choose no returns, a left return, a right return or both returns."")","validatePerfectsheerValance"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-valance.ts","41","validation helper invocation","""return_mount""","37","""Returns require a fabric or Modern Wood valance in semi-inside or outside mount.""","add(""return_mount"",37,""Returns require a fabric or Modern Wood valance in semi-inside or outside mount."")","validatePerfectsheerValance"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-valance.ts","43","validation helper invocation","""return_size""","37","v.semi?""Custom semi-inside returns must be 1⅛–4½ inches for fabric or ½–4½ inches for wood; the unmodified default is 1 inch."":""Outside custom returns extend the factory standard by ⅛–1 inch.""","add(""return_size"",37,v.semi?""Custom semi-inside returns must be 1⅛–4½ inches for fabric or ½–4½ inches for wood; the unmodified default is 1 inch."":""Outside custom returns extend the factory standard by ⅛–1 inch."")","validatePerfectsheerValance"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-valance.ts","44","validation helper invocation","""joinery""","38","""Choose connectors or keystones.""","add(""joinery"",38,""Choose connectors or keystones."")","validatePerfectsheerValance"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-valance.ts","45","validation helper invocation","""legacy_keystone""","38","""Reconfirm the saved keystone quantity and positions before repricing this configuration.""","add(""legacy_keystone"",38,""Reconfirm the saved keystone quantity and positions before repricing this configuration."")","validatePerfectsheerValance"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-valance.ts","46","validation helper invocation","""keystone_count""","38","`Select at least ${Math.max(1,v.minimumJoints)} keystones and no more than five.`","add(""keystone_count"",38,`Select at least ${Math.max(1,v.minimumJoints)} keystones and no more than five.`)","validatePerfectsheerValance"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-valance.ts","47","validation helper invocation","""keystone_source_conflict""","38","""Norman's table permits five keystones but the same page limits the quantity to three. Four- and five-keystone configurations require dealer clarification.""","add(""keystone_source_conflict"",38,""Norman's table permits five keystones but the same page limits the quantity to three. Four- and five-keystone configurations require dealer clarification."")","validatePerfectsheerValance"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-valance.ts","48","validation helper invocation","""layout""","38","""Choose equally spaced, custom, or At Gaps Between Shades for a common valance.""","add(""layout"",38,""Choose equally spaced, custom, or At Gaps Between Shades for a common valance."")","validatePerfectsheerValance"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-valance.ts","49","validation helper invocation","""at_gaps""","38","message","add(""at_gaps"",38,message)","validatePerfectsheerValance"
