product,field,field_label,choice_value,choice_label,source_pages,effective_date,status,exception
perfectsheer,perfectsheer_light_guard_color,Light Guard finish,3058 White,3058 White,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_light_guard_color,Light Guard finish,3012 Bianca,3012 Bianca,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_light_guard_color,Light Guard finish,3094 Cottage White,3094 Cottage White,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_light_guard_color,Light Guard finish,3578 Sahara,3578 Sahara,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_light_guard_color,Light Guard finish,3463 Chocolate,3463 Chocolate,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_light_guard_color,Light Guard finish,3129 Silver,3129 Silver,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_light_guard_color,Light Guard finish,3212 Black Ink,3212 Black Ink,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_light_guard_color,Light Guard finish,049 Stone Gray,049 Stone Gray,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_light_guard_color,Light Guard finish,053 Clay,053 Clay,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_light_guard_color,Light Guard finish,110 Limed White,110 Limed White,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_light_guard_color,Light Guard finish,212 Dark Teak,212 Dark Teak,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_light_guard_color,Light Guard finish,109 Weathered Teak,109 Weathered Teak,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_light_guard_color,Light Guard finish,237 Wenge,237 Wenge,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_light_guard_color,Light Guard finish,221 Black Walnut,221 Black Walnut,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_magnetic_hold_down,Magnetic hold-down,No,No,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_magnetic_hold_down,Magnetic hold-down,Yes,Yes,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_magnet_color,Magnet catch finish,Nickel-Plated,Nickel-Plated,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_magnet_color,Magnet catch finish,Pure White,Pure White,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_magnet_color,Magnet catch finish,Silk White,Silk White,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_magnet_color,Magnet catch finish,Bisque,Bisque,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_magnet_color,Magnet catch finish,Pearl,Pearl,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_magnet_color,Magnet catch finish,Bright Brass,Bright Brass,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_magnet_color,Magnet catch finish,Antique Brass,Antique Brass,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_magnet_color,Magnet catch finish,Black,Black,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_magnet_color,Magnet catch finish,Crisp Linen,Crisp Linen,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_magnet_color,Magnet catch finish,String,String,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_magnet_color,Magnet catch finish,Sea Mist,Sea Mist,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_magnet_color,Magnet catch finish,Stone Gray,Stone Gray,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_magnet_color,Magnet catch finish,Brown Gray,Brown Gray,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_magnet_color,Magnet catch finish,Taupe Gray,Taupe Gray,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_shim_layers,Shim layers,0,0,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_shim_layers,Shim layers,1,1,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_shim_layers,Shim layers,2,2,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_shim_layers,Shim layers,3,3,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_tube_diameter,Tube diameter,1.75,1.75,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_tube_diameter,Tube diameter,2,2,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_valance_returns,Valance returns,None,None,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_valance_returns,Valance returns,Left,Left,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_valance_returns,Valance returns,Right,Right,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_valance_returns,Valance returns,Both,Both,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_valance_joinery,Valance joinery,Connector,Connector,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_valance_joinery,Valance joinery,Keystone,Keystone,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_keystone_count,Keystone quantity,1,1,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_keystone_count,Keystone quantity,2,2,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_keystone_count,Keystone quantity,3,3,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_keystone_count,Keystone quantity,4,4,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_keystone_count,Keystone quantity,5,5,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_keystone_layout,Keystone locations,Equally Spaced,Equally Spaced,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_keystone_layout,Keystone locations,Custom,Custom,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_wand_length,AutoWand length,8,8,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_wand_length,AutoWand length,16,16,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_wand_length,AutoWand length,24,24,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_wand_length,AutoWand length,36,36,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_wand_length,AutoWand length,48,48,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_wand_length,AutoWand length,60,60,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_wand_length,AutoWand length,72,72,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_installed_on_door,Installed on door,No,No,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_installed_on_door,Installed on door,Yes,Yes,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_solar_panel,Solar panel per shade,No,No,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_solar_panel,Solar panel per shade,Yes,Yes,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_extension_color,AutoWand extension color,White,White,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_extension_color,AutoWand extension color,Black,Black,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_wand_color,AutoWand color,2208 Black,2208 Black,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_wand_color,AutoWand color,2058 White,2058 White,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_wand_color,AutoWand color,2094 Cottage White,2094 Cottage White,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_chain_unobstructed,Unobstructed below tension device,No,No,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,perfectsheer_chain_unobstructed,Unobstructed below tension device,Yes,Yes,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,light_guard,Light guard,none,None,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,light_guard,Light guard,basic_light_guard,Basic Light Guard,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
perfectsheer,light_guard,Light guard,premium_wood_light_guard,Premium Wood Light Guard,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,mount_type,Mount,inside,Inside mount,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,mount_type,Mount,outside,Outside mount,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,mount_type,Mount,ceiling,Ceiling mount,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,mount_type,Mount,side,Side mount,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,window_type,Window type,single,Single,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,window_type,Window type,corner,Corner,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,window_type,Window type,bay,Bay,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,shade_type,Shade type,standard,Single Shade,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,shade_type,Shade type,coupled,Coupled Shades*,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,shade_type,Shade type,dual,Dual Shades*,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,shade_type,Shade type,common_valance,Common Valance,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,shade_type,Shade type,lightguard_360_t_post,LightGuard 360 with T-Post*,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,coupled_shade_count,Coupled shade count,2,2 shades,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,coupled_shade_count,Coupled shade count,3,3 shades,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,coupled_shade_count,Coupled shade count,4,4 shades,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,lightguard_360_shade_count,LightGuard 360 shade count,2,2 shades,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,lightguard_360_shade_count,LightGuard 360 shade count,3,3 shades,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,lightguard_360_shade_count,LightGuard 360 shade count,4,4 shades,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,control_side,Control side,left,Left,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,control_side,Control side,right,Right,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,control_side,Control side,center,Center,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,control_side,Control side,na,N/A,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,lift_system,Lift system,cordless,PrecisionLift Cordless,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,lift_system,Lift system,continuous_cord_loop,Continuous Cord Loop,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,lift_system,Lift system,motorized,Motorized*,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,lift_system,Lift system,smartrelease,SmartRelease*,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,valance,Valance,none,No Valance,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,valance,Valance,square_fascia,Square Fascia*,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,valance,Valance,plain_curved_fascia,Plain Curved Fascia*,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,valance,Valance,curved_fascia_with_fabric,Curved Fascia with Fabric*,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,valance,Valance,fabric_valance_3_1_2,"3 1/2"" Fabric Valance*",,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,valance,Valance,fabric_valance_4_1_2,"4 1/2"" Fabric Valance*",,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,valance,Valance,fabric_valance_6,"6"" Fabric Valance*",,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,valance,Valance,fabric_valance_8,"8"" Fabric Valance*",,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,valance,Valance,modern_wood_valance_4_1_2,"4 1/2"" Modern Wood Valance*",,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,valance,Valance,cassette,Cassette*,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,fabric_roll,Fabric roll,standard,Standard,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,fabric_roll,Fabric roll,reverse,Reverse,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,raceway,Raceway,yes,Yes,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,raceway,Raceway,no,No,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,hardware_type,Hardware type,general,General,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,hardware_type,Hardware type,premium,Premium*,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,hardware_color,Hardware color,default,Default,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,hardware_color,Hardware color,white,White,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,hardware_color,Hardware color,cottage_white,Cottage White,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,hardware_color,Hardware color,black,Black,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,hardware_color,Hardware color,bianca,Bianca,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,hardware_color,Hardware color,silver,Silver,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,hem_bar,Hem bar,plain,Plain,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,hem_bar,Hem bar,fabric_wrapped,Fabric-Wrapped,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,hem_bar_color,Hem bar color,default,Default,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,hem_bar_color,Hem bar color,white,White,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,hem_bar_color,Hem bar color,cottage_white,Cottage White,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,hem_bar_color,Hem bar color,black,Black,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,hem_bar_color,Hem bar color,anodized_silver,Anodized Silver,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,hem_bar_color,Hem bar color,bianca,Bianca,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,hem_bar_color,Hem bar color,bronze,Bronze*,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,hem_bar_color,Hem bar color,brushed_black,Brushed Black*,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,hem_bar_color,Hem bar color,brass,Brass*,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,hem_bar_color,Hem bar color,matte_silver,Matte Silver*,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,bottomrail,Hem bar / bottomrail,yes,Yes,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,bottomrail,Hem bar / bottomrail,no,No,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,light_guard,Light guard,none,None,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,light_guard,Light guard,basic_light_guard,Basic Light Guard,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,light_guard,Light guard,premium_wood_light_guard,Premium Wood Light Guard,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roller,light_guard,Light guard,lightguard_360,LightGuard 360,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roman,mount_type,Mount,inside,Inside mount,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roman,mount_type,Mount,outside,Outside mount,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roman,mount_type,Mount,ceiling,Ceiling mount,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roman,mount_type,Mount,side,Side mount,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roman,control_side,Control side,left,Left,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roman,control_side,Control side,right,Right,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roman,control_side,Control side,center,Center,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roman,control_side,Control side,na,N/A,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roman,lift_system,Lift / control,cordless,Cordless,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roman,lift_system,Lift / control,continuous_cord_loop,Continuous cord loop,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
roman,lift_system,Lift / control,wand,Wand,,,UNRESOLVED EXCEPTION,"Choice inventoried from exported detail fields. Source, conditional visibility, authoritative validation, and production persistence are not individually certified."
