product,catalog_id,collection,color_code,color,fabric_type,program,selectable,source,effective_date,source_note,status,exception
norman_shutters,norman_shutters:brightwood:013,Brightwood,013,Bisque,Paint,brightwood,True,norman-brightwood-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:brightwood:017,Brightwood,017,Gray Black,Paint,brightwood,True,norman-brightwood-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:brightwood:019,Brightwood,019,String,Paint,brightwood,True,norman-brightwood-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:brightwood:032,Brightwood,032,Sea Mist,Paint,brightwood,True,norman-brightwood-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:brightwood:046,Brightwood,046,Ice,Paint,brightwood,True,norman-brightwood-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:brightwood:053,Brightwood,053,Clay,Paint,brightwood,True,norman-brightwood-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:brightwood:063,Brightwood,063,Decorator’s White,Paint,brightwood,True,norman-brightwood-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:brightwood:066,Brightwood,066,Winchester White 2010,Paint,brightwood,True,norman-brightwood-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:brightwood:076,Brightwood,076,Aura White,Paint,brightwood,True,norman-brightwood-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:brightwood:080,Brightwood,080,Taupe Gray,Paint,brightwood,True,norman-brightwood-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:brightwood:836,Brightwood,836,Classic Black,Paint,brightwood,True,norman-brightwood-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:brightwood:090,Brightwood,090,TS White,Paint,brightwood,True,norman-brightwood-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:brightwood:600,Brightwood,600,True White,Paint,brightwood,True,norman-brightwood-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:brightwood:601,Brightwood,601,Chiffon,Paint,brightwood,True,norman-brightwood-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:brightwood:603,Brightwood,603,Natural Linen,Paint,brightwood,True,norman-brightwood-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:brightwood:609,Brightwood,609,Chateau Brown,Paint,brightwood,True,norman-brightwood-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_painted:001,Normandy Painted,001,Pure White,Paint,normandy_painted,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_painted:002,Normandy Painted,002,Extra White,Paint,normandy_painted,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_painted:003,Normandy Painted,003,Silk White,Paint,normandy_painted,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_painted:004,Normandy Painted,004,Bright White,Paint,normandy_painted,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_painted:006,Normandy Painted,006,Pearl,Paint,normandy_painted,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_painted:007,Normandy Painted,007,Ivory Lace,Paint,normandy_painted,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_painted:009,Normandy Painted,009,Creamy,Paint,normandy_painted,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_painted:012,Normandy Painted,012,Crisp Linen,Paint,normandy_painted,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_painted:013,Normandy Painted,013,Bisque,Paint,normandy_painted,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_painted:017,Normandy Painted,017,Gray Black,Paint,normandy_painted,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_painted:019,Normandy Painted,019,String,Paint,normandy_painted,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_painted:032,Normandy Painted,032,Sea Mist,Paint,normandy_painted,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_painted:046,Normandy Painted,046,Ice,Paint,normandy_painted,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_painted:053,Normandy Painted,053,Clay,Paint,normandy_painted,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_painted:063,Normandy Painted,063,Decorator’s White,Paint,normandy_painted,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_painted:066,Normandy Painted,066,Winchester White 2010,Paint,normandy_painted,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_painted:076,Normandy Painted,076,Aura White,Paint,normandy_painted,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_painted:080,Normandy Painted,080,Taupe Gray,Paint,normandy_painted,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_painted:836,Normandy Painted,836,Classic Black,Paint,normandy_painted,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_painted:090,Normandy Painted,090,TS White,Paint,normandy_painted,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_painted:600,Normandy Painted,600,True White,Paint,normandy_painted,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_painted:601,Normandy Painted,601,Chiffon,Paint,normandy_painted,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_painted:603,Normandy Painted,603,Natural Linen,Paint,normandy_painted,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_painted:609,Normandy Painted,609,Chateau Brown,Paint,normandy_painted,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_stained:108,Normandy Stained,108,Rustic Gray,Stain,normandy_stained,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_stained:110,Normandy Stained,110,Limed White,Stain,normandy_stained,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_stained:200,Normandy Stained,200,Natural,Stain,normandy_stained,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_stained:202,Normandy Stained,202,Golden Oak,Stain,normandy_stained,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_stained:205,Normandy Stained,205,Goldenrod,Stain,normandy_stained,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_stained:221,Normandy Stained,221,Black Walnut,Stain,normandy_stained,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_stained:227,Normandy Stained,227,Red Oak,Stain,normandy_stained,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_stained:229,Normandy Stained,229,Rich Walnut,Stain,normandy_stained,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_stained:230,Normandy Stained,230,Old Teak,Stain,normandy_stained,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:normandy_stained:237,Normandy Stained,237,Wenge,Stain,normandy_stained,True,norman-normandy-binder-2026-09#page=7,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
