sku,title,url,variant,portalPrice,portalQuantityField,portalCasepack,portalCutdown,productIds,programIds,guideDealerNet,sourcePages,sourceEffectiveDate,observedDate,status,exception
FLX5472BWH,FLX | 72 Inch Length,/products/flx-72-inch-length,54 x 72 / Bright White,50.76,31,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,50.76,36,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX58572BWH,FLX | 72 Inch Length,/products/flx-72-inch-length,58.5 x 72 / Bright White,54.99,0,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,54.99,36,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX5872BWH,FLX | 72 Inch Length,/products/flx-72-inch-length,58 x 72 / Bright White,54.52,0,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,54.52,36,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX5972BWH,FLX | 72 Inch Length,/products/flx-72-inch-length,59 x 72 / Bright White,55.46,652,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,55.46,36,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX62572BWH,FLX | 72 Inch Length,/products/flx-72-inch-length,62.5 x 72 / Bright White,58.75,120,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,58.75,36,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX6272BWH,FLX | 72 Inch Length,/products/flx-72-inch-length,62 x 72 / Bright White,58.28,1,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,58.28,36,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX6372BWH,FLX | 72 Inch Length,/products/flx-72-inch-length,63 x 72 / Bright White,59.22,0,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,59.22,36,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX6672BWH,FLX | 72 Inch Length,/products/flx-72-inch-length,66 x 72 / Bright White,62.04,41,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,62.04,36,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX70572BWH,FLX | 72 Inch Length,/products/flx-72-inch-length,70.5 x 72 / Bright White,66.27,484,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,66.27,36,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX7072BWH,FLX | 72 Inch Length,/products/flx-72-inch-length,70 x 72 / Bright White,65.8,27,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,65.8,36,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX7172BWH,FLX | 72 Inch Length,/products/flx-72-inch-length,71 x 72 / Bright White,66.74,153,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,66.74,36,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX7272BWH,FLX | 72 Inch Length,/products/flx-72-inch-length,72 x 72 / Bright White,67.68,0,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,67.68,36,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX7872BWH,FLX | 72 Inch Length,/products/flx-72-inch-length,78 x 72 / Bright White,138.18,25,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,138.18,36,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX8372BWH,FLX | 72 Inch Length,/products/flx-72-inch-length,83 x 72 / Bright White,147.03,636,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,147.03,36,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX8972BWH,FLX | 72 Inch Length,/products/flx-72-inch-length,89 x 72 / Bright White,157.66,21,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,157.66,36,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX9572BWH,FLX | 72 Inch Length,/products/flx-72-inch-length,95 x 72 / Bright White,168.29,750,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,168.29,36,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX16560BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,16.5 x 60 / Bright White,24.36,64,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,24.36,32,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX1760BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,17 x 60 / Bright White,25.1,173,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,25.1,32,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX1860BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,18 x 60 / Bright White,26.57,202,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,26.57,32,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX1960BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,19 x 60 / Bright White,20.04,262,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,20.04,32,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX2160BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,21 x 60 / Bright White,22.15,330,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,22.15,32,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX22560BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,22.5 x 60 / Bright White,23.73,797,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,23.73,32,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX2260BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,22 x 60 / Bright White,23.2,246,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,23.2,32,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX2360BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,23 x 60 / Bright White,24.26,3,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,24.26,32,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX24560BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,24.5 x 60 / Bright White,19.19,23,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,19.19,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX2460BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,24 x 60 / Bright White,18.8,173,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,18.8,32,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX2560BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,25 x 60 / Bright White,19.58,49,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,19.58,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX2660BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,26 x 60 / Bright White,20.37,159,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,20.37,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX2760BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,27 x 60 / Bright White,21.15,10,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,21.15,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX28560BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,28.5 x 60 / Bright White,22.33,1130,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,22.33,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX2860BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,28 x 60 / Bright White,21.93,452,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,21.93,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX29560BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,29.5 x 60 / Bright White,23.11,11,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,23.11,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX2960BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,29 x 60 / Bright White,22.72,494,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,22.72,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX30560BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,30.5 x 60 / Bright White,23.89,274,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,23.89,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX3060BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,30 x 60 / Bright White,23.5,200,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,23.5,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX3160BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,31 x 60 / Bright White,24.28,32,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,24.28,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX32560BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,32.5 x 60 / Bright White,25.46,9,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,25.46,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX3260BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,32 x 60 / Bright White,25.07,1,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,25.07,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX33560BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,33.5 x 60 / Bright White,26.24,399,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,26.24,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX3360BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,33 x 60 / Bright White,25.85,133,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,25.85,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX342560BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,34.25 x 60 / Bright White,26.83,340,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,26.83,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX34560BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,34.5 x 60 / Bright White,27.03,3329,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,27.03,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX3460BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,34 x 60 / Bright White,26.63,746,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,26.63,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX347560BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,34.75 x 60 / Bright White,27.22,53,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,27.22,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX35560BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,35.5 x 60 / Bright White,27.81,714,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,27.81,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX3560BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,35 x 60 / Bright White,27.42,4923,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,27.42,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX3660BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,36 x 60 / Bright White,28.2,0,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,28.2,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX3760BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,37 x 60 / Bright White,28.98,80,3 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,28.98,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX38560BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,38.5 x 60 / Bright White,30.16,175,3 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,30.16,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX3860BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,38 x 60 / Bright White,29.77,127,3 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,29.77,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX3960BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,39 x 60 / Bright White,30.55,232,3 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,30.55,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX40560BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,40.5 x 60 / Bright White,31.73,199,3 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,31.73,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX4060BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,40 x 60 / Bright White,31.33,101,3 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,31.33,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX4160BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,41 x 60 / Bright White,32.12,304,3 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,32.12,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX4260BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,42 x 60 / Bright White,32.9,9,3 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,32.9,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX4360BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,43 x 60 / Bright White,33.68,122,3 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,33.68,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX4560BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,45 x 60 / Bright White,35.25,177,3 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,35.25,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX46560BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,46.5 x 60 / Bright White,36.43,172,3 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,36.43,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX4660BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,46 x 60 / Bright White,36.03,7,3 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,36.03,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX4760BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,47 x 60 / Bright White,36.82,328,3 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,36.82,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX4860BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,48 x 60 / Bright White,37.6,323,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,37.6,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX5360BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,53 x 60 / Bright White,41.52,71,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,41.52,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX5460BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,54 x 60 / Bright White,42.3,63,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,42.3,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX5760BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,57 x 60 / Bright White,44.65,221,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,44.65,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX58560BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,58.5 x 60 / Bright White,45.83,0,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,45.83,34,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX5860BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,58 x 60 / Bright White,45.43,174,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,45.43,33,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX5960BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,59 x 60 / Bright White,46.22,577,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,46.22,34,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX6260BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,62 x 60 / Bright White,48.57,0,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,48.57,34,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX6360BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,63 x 60 / Bright White,49.35,1,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,49.35,34,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX70560BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,70.5 x 60 / Bright White,55.23,74,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,55.23,34,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX7060BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,70 x 60 / Bright White,54.83,0,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,54.83,34,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX7160BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,71 x 60 / Bright White,55.62,337,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,55.62,34,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX7260BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,72 x 60 / Bright White,56.4,0,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,56.4,34,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX8160BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,81 x 60 / Bright White,119.58,44,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,119.58,34,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX82560BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,82.5 x 60 / Bright White,121.79,363,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,121.79,34,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX8260BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,82 x 60 / Bright White,121.05,31,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,121.05,34,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX9360BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,93 x 60 / Bright White,137.29,98,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,137.29,34,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX9560BWH,FLX | 60 Inch Length,/products/flx-60-inch-length,95 x 60 / Bright White,140.24,84,2 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,140.24,34,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX1848BWH,FLX | 48 Inch Length,/products/flx-48-inch-length,18 x 48 / Bright White,21.26,326,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,21.26,31,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX2248BWH,FLX | 48 Inch Length,/products/flx-48-inch-length,22 x 48 / Bright White,18.56,617,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,18.56,31,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX22548BWH,FLX | 48 Inch Length,/products/flx-48-inch-length,22.5 x 48 / Bright White,18.98,0,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,18.98,31,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX2348BWH,FLX | 48 Inch Length,/products/flx-48-inch-length,23 x 48 / Bright White,19.4,420,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,19.4,31,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX2648BWH,FLX | 48 Inch Length,/products/flx-48-inch-length,26 x 48 / Bright White,21.94,79,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,21.94,31,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX2748BWH,FLX | 48 Inch Length,/products/flx-48-inch-length,27 x 48 / Bright White,22.78,203,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,22.78,31,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX28548BWH,FLX | 48 Inch Length,/products/flx-48-inch-length,28.5 x 48 / Bright White,24.04,350,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,24.04,31,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX2948BWH,FLX | 48 Inch Length,/products/flx-48-inch-length,29 x 48 / Bright White,24.47,354,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,24.47,31,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX3048BWH,FLX | 48 Inch Length,/products/flx-48-inch-length,30 x 48 / Bright White,21.42,11,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,21.42,31,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX3148BWH,FLX | 48 Inch Length,/products/flx-48-inch-length,31 x 48 / Bright White,22.13,153,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,22.13,31,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX3348BWH,FLX | 48 Inch Length,/products/flx-48-inch-length,33 x 48 / Bright White,23.56,48,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,23.56,31,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX3448BWH,FLX | 48 Inch Length,/products/flx-48-inch-length,34 x 48 / Bright White,24.28,135,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,24.28,31,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX34548BWH,FLX | 48 Inch Length,/products/flx-48-inch-length,34.5 x 48 / Bright White,24.63,119,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,24.63,31,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX3548BWH,FLX | 48 Inch Length,/products/flx-48-inch-length,35 x 48 / Bright White,24.99,0,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,24.99,31,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX35548BWH,FLX | 48 Inch Length,/products/flx-48-inch-length,35.5 x 48 / Bright White,25.35,67,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,25.35,31,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX3648BWH,FLX | 48 Inch Length,/products/flx-48-inch-length,36 x 48 / Bright White,25.7,4,4 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,25.7,31,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX3948BWH,FLX | 48 Inch Length,/products/flx-48-inch-length,39 x 48 / Bright White,27.85,0,3 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,27.85,31,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX4048BWH,FLX | 48 Inch Length,/products/flx-48-inch-length,40 x 48 / Bright White,28.56,115,3 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,28.56,31,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX4248BWH,FLX | 48 Inch Length,/products/flx-48-inch-length,42 x 48 / Bright White,29.99,142,3 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,29.99,31,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX4348BWH,FLX | 48 Inch Length,/products/flx-48-inch-length,43 x 48 / Bright White,30.7,137,3 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,30.7,31,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
FLX4448BWH,FLX | 48 Inch Length,/products/flx-48-inch-length,44 x 48 / Bright White,31.42,71,3 -pack,"6""",lotus_faux_wood_blinds,lotus_flx_2in_bright_white_stock,31.42,31,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
