sku,collection,url,portalPrice,productIds,programIds,sourceCells,sourcePages,sourceEffectiveDate,observedDate,status,exception
CMLX5984W,/collections/vinyl-blinds,/products/cmlx5984w-width-range-54-25-59-length-range-74-84,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,59.0x84=32.37,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX2384W,/collections/vinyl-blinds,/products/cmlx2384w-width-range-17-25-23-length-range-74-84,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,23.0x84=16.89,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX6948W,/collections/vinyl-blinds,/products/cmlx6948w-width-range-63-25-69-length-range-38-48,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,69.0x48=26.72,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX6364W,/collections/vinyl-blinds,/products/cmlx6364w-width-range-59-25-63-length-range-54-64,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,63.0x64=27.64,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX5972W,/collections/vinyl-blinds,/products/cmlx5972w-width-range-54-25-59-length-range-62-72,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,59.0x72=28.75,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX5964W,/collections/vinyl-blinds,/products/cmlx5964w-width-range-54-25-59-length-range-54-64,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,59.0x64=26.33,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX4364W,/collections/vinyl-blinds,/products/cmlx4364w-width-range-39-25-43-length-range-54-64,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,43.0x64=21.08,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX1764W,/collections/vinyl-blinds,/products/cmlx1764w-width-range-17-25-17-length-range-54-64,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,17.0x64=18.38,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX3564A,/collections/vinyl-blinds,/products/cmlx3564a-width-range-30-25-35-length-range-54-64,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,35.0x64=18.47,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX1736W,/collections/vinyl-blinds,/products/cmlx1736w-width-range-17-25-17-length-range-26-36,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,17.0x36=14.47,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX5936W,/collections/vinyl-blinds,/products/cmlx5936w-width-range-54-25-59-length-range-26-36,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,59.0x36=21.67,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX5460W,/collections/vinyl-blinds,/products/cmlx5460w-width-range-48-25-54-length-range-38-48,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,54.0x60=23.59,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX4872W,/collections/vinyl-blinds,/products/cmlx4872w-width-range-43-25-48-length-range-62-72,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,48.0x72=24.69,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX4848W,/collections/vinyl-blinds,/products/cmlx4848w-width-range-43-25-48-length-range-38-48,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,48.0x48=20.71,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX3048W,/collections/vinyl-blinds,/products/cmlx3048w-width-range-27-25-30-length-range-38-48,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,30.0x48=15.57,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX1772W,/collections/vinyl-blinds,/products/cmlx1772w-width-range-17-25-17-length-range-62-72,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,17.0x72=15.45,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX6360W,/collections/vinyl-blinds,/products/cmlx6360w-width-range-59-25-63-length-range-50-60,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,63.0x60=26.35,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX3996W,/collections/vinyl-blinds,/products/cmlx3996w-width-range-35-25-39-length-range-86-96,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,39.0x96=29.28,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX7272W,/collections/vinyl-blinds,/products/cmlx7272w-width-range-69-25-72-length-range-62-72,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,72.0x72=33.54,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX7264W,/collections/vinyl-blinds,/products/cmlx7264w-width-range-69-25-72-length-range-54-64,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,72.0x64=30.59,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX7248W,/collections/vinyl-blinds,/products/cmlx7248w-width-range-69-25-72-length-range-38-48,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,72.0x48=27.57,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX7236W,/collections/vinyl-blinds,/products/cmlx7236w-width-range-69-25-72-length-range-26-36,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,72.0x36=24.9,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX6964W,/collections/vinyl-blinds,/products/cmlx6964w-width-range-63-25-69-length-range-54-64,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,69.0x64=29.61,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX6348W,/collections/vinyl-blinds,/products/cmlx6348w-width-range-59-25-63-length-range-38-48,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,63.0x48=25.0,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX5464W,/collections/vinyl-blinds,/products/cmlx5464w-width-range-48-25-54-length-range-54-64,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,54.0x64=24.69,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX4864W,/collections/vinyl-blinds,/products/cmlx4864w-width-range-43-25-48-length-range-54-64,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,48.0x64=22.72,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX3536W,/collections/vinyl-blinds,/products/cmlx3536w-width-range-27-25-30-length-range-26-36,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,35.0x36=15.71,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX3072W,/collections/vinyl-blinds,/products/cmlx3072w-width-range-27-25-30-length-range-62-72,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,30.0x72=18.06,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX2396W,/collections/vinyl-blinds,/products/cmlx2396w-width-range-17-25-23-length-range-86-96,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,23.0x96=20.14,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX1784W,/collections/vinyl-blinds,/products/cmlx1784w-width-range-17-25-17-length-range-74-84,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,17.0x84=16.86,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX1760W,/collections/vinyl-blinds,/products/cmlx1760w-width-range-17-25-17-length-range-50-60,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,17.0x60=17.67,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX4372W,/collections/vinyl-blinds,/products/cmlx4372w-width-range-39-25-43-length-range-62-72,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,43.0x72=22.86,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX2384A,/collections/vinyl-blinds,/products/cmlx2384a-width-range-17-25-23-length-range-74-84,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,23.0x84=16.89,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX6936W,/collections/vinyl-blinds,/products/cmlx6936w-width-range-63-25-69-length-range-26-36,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,69.0x36=24.15,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX6384W,/collections/vinyl-blinds,/products/cmlx6384w-width-range-59-25-63-length-range-74-84,,,,,,,2026-09-20,unresolved_exception,No exact source SKU destination
CMLX6372A,/collections/vinyl-blinds,/products/cmlx6372a-width-range-59-25-63-length-range-62-72,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,63.0x72=30.23,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX5984A,/collections/vinyl-blinds,/products/cmlx5984a-width-range-54-25-59-length-range-74-84,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,59.0x84=32.37,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX5972A,/collections/vinyl-blinds,/products/cmlx5972a-width-range-54-25-59-length-range-62-72,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,59.0x72=28.75,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX5964A,/collections/vinyl-blinds,/products/cmlx5964a-width-range-54-25-59-length-range-54-64,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,59.0x64=26.33,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX5448A,/collections/vinyl-blinds,/products/cmlx5448a-width-range-48-25-54-length-range-38-48,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,54.0x48=22.43,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX4364A,/collections/vinyl-blinds,/products/cmlx4364a-width-range-39-25-43-length-range-54-64,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,43.0x64=21.08,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX4348A,/collections/vinyl-blinds,/products/cmlx4348a-width-range-39-25-43-length-range-38-48,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,43.0x48=19.29,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX3964W,/collections/vinyl-blinds,/products/cmlx3964w-width-range-35-25-39-length-range-54-64,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,39.0x64=19.78,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX3596A,/collections/vinyl-blinds,/products/cmlx3596a-width-range-30-25-35-length-range-86-96,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,35.0x96=27.0,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX3548A,/collections/vinyl-blinds,/products/cmlx3548a-width-range-27-25-30-length-range-74-84,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,35.0x48=17.0,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX3064A,/collections/vinyl-blinds,/products/cmlx3064a-width-range-27-25-30-length-range-54-64,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,30.0x64=16.83,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX2372W,/collections/vinyl-blinds,/products/cmlx2372w-width-range-17-25-23-length-range-62-72,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,23.0x72=15.49,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX2364A,/collections/vinyl-blinds,/products/cmlx2364a-width-range-17-25-23-length-range-54-64,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,23.0x64=14.54,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX2360W,/collections/vinyl-blinds,/products/cmlx2360w-width-range-17-25-23-length-range-50-60,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,23.0x60=16.53,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX2348W,/collections/vinyl-blinds,/products/cmlx2348w-width-range-17-25-23-length-range-38-48,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,23.0x48=14.63,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX1748W,/collections/vinyl-blinds,/products/cmlx1748w-width-range-17-25-17-length-range-38-48,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,17.0x48=15.54,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX4872A,/collections/vinyl-blinds,/products/cmlx4872a-width-range-43-25-48-length-range-62-72,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,48.0x72=24.69,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX3560A,/collections/vinyl-blinds,/products/cmlx3560a-width-range-27-25-30-length-range-50-60,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,35.0x60=17.75,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX2360A,/collections/vinyl-blinds,/products/cmlx2360a-width-range-17-25-23-length-range-50-60,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,23.0x60=16.53,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX7872A,/collections/vinyl-blinds,/products/cmlx7872a-width-range-35-25-39-length-range-62-72,,,,,,,2026-09-20,unresolved_exception,No exact source SKU destination
CMLX7284A,/collections/vinyl-blinds,/products/cmlx7284a-width-range-69-25-72-length-range-74-84,,,,,,,2026-09-20,unresolved_exception,No exact source SKU destination
CMLX7272A,/collections/vinyl-blinds,/products/cmlx7272a-width-range-69-25-72-length-range-62-72,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,72.0x72=33.54,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX7264A,/collections/vinyl-blinds,/products/cmlx7264a-width-range-69-25-72-length-range-54-64,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,72.0x64=30.59,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX7260A,/collections/vinyl-blinds,/products/cmlx7260a-width-range-69-25-72-length-range-54-64,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,72.0x60=29.11,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX7248A,/collections/vinyl-blinds,/products/cmlx7248a-width-range-69-25-72-length-range-38-48,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,72.0x48=27.57,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX7236A,/collections/vinyl-blinds,/products/cmlx7236a-width-range-69-25-72-length-range-26-36,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,72.0x36=24.9,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX6972A,/collections/vinyl-blinds,/products/cmlx6972a-width-range-63-25-69-length-range-62-72,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,69.0x72=32.44,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX6964A,/collections/vinyl-blinds,/products/cmlx6964a-width-range-63-25-69-length-range-54-64,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,69.0x64=29.61,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX6960A,/collections/vinyl-blinds,/products/cmlx6960a-width-range-63-25-69-length-range-50-60,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,69.0x60=28.19,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX6948A,/collections/vinyl-blinds,/products/cmlx6948a-width-range-63-25-69-length-range-38-48,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,69.0x48=26.72,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX6384A,/collections/vinyl-blinds,/products/cmlx6384a-width-range-59-25-63-length-range-50-60,,,,,,,2026-09-20,unresolved_exception,No exact source SKU destination
CMLX6360A,/collections/vinyl-blinds,/products/cmlx6360a-width-range-59-25-63-length-range-50-60,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,63.0x60=26.35,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX6348A,/collections/vinyl-blinds,/products/cmlx6348a-width-range-59-25-63-length-range-38-48,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,63.0x48=25.0,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX5960A,/collections/vinyl-blinds,/products/cmlx5960a-width-range-54-25-59-length-range-50-60,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,59.0x60=25.12,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX5948A,/collections/vinyl-blinds,/products/cmlx5948a-width-range-54-25-59-length-range-38-48,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,59.0x48=23.86,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX5936A,/collections/vinyl-blinds,/products/cmlx5936a-width-range-54-25-59-length-range-26-36,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,59.0x36=21.67,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX5484A,/collections/vinyl-blinds,/products/cmlx5484a-width-range-48-25-54-length-range-74-84,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,54.0x84=30.23,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX5472A,/collections/vinyl-blinds,/products/cmlx5472a-width-range-48-25-54-length-range-62-72,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,54.0x72=26.9,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX5464A,/collections/vinyl-blinds,/products/cmlx5464a-width-range-48-25-54-length-range-54-64,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,54.0x64=24.69,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX5460A,/collections/vinyl-blinds,/products/cmlx5460a-width-range-48-25-54-length-range-50-60,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,54.0x60=23.59,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX4884A,/collections/vinyl-blinds,/products/cmlx4884a-width-range-43-25-48-length-range-74-84,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,48.0x84=27.64,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX4864A,/collections/vinyl-blinds,/products/cmlx4864a-width-range-43-25-48-length-range-54-64,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,48.0x64=22.72,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX4860A,/collections/vinyl-blinds,/products/cmlx4860a-width-range-43-25-48-length-range-50-60,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,48.0x60=21.74,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX4848A,/collections/vinyl-blinds,/products/cmlx4848a-width-range-43-25-48-length-range-38-48,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,48.0x48=20.71,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX4836W,/collections/vinyl-blinds,/products/cmlx4836w-width-range-43-25-48-length-range-26-36,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,48.0x36=18.94,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX4836A,/collections/vinyl-blinds,/products/cmlx4836a-width-range-43-25-48-length-range-26-36,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,48.0x36=18.94,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX4384A,/collections/vinyl-blinds,/products/cmlx4384a-width-range-39-25-43-length-range-74-84,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,43.0x84=25.5,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX4372A,/collections/vinyl-blinds,/products/cmlx4372a-width-range-39-25-43-length-range-62-72,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,43.0x72=22.86,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX4360A,/collections/vinyl-blinds,/products/cmlx4360a-width-range-39-25-43-length-range-50-60,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,43.0x60=20.2,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX3984A,/collections/vinyl-blinds,/products/cmlx3984a-width-range-35-25-39-length-range-54-64,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,39.0x84=23.77,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX3972A,/collections/vinyl-blinds,/products/cmlx3972a-width-range-35-25-39-length-range-62-72,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,39.0x72=21.38,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX3964A,/collections/vinyl-blinds,/products/cmlx3964a-width-range-17-25-23-length-range-54-64,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,39.0x64=19.78,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX3960A,/collections/vinyl-blinds,/products/cmlx3960a-width-range-30-25-35-length-range-50-60,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,39.0x60=18.98,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX3948A,/collections/vinyl-blinds,/products/cmlx3948a-width-range-30-25-35-length-range-38-48,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,39.0x48=18.15,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX3584A,/collections/vinyl-blinds,/products/cmlx3584a-width-range-30-25-35-length-range-74-84,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,35.0x84=22.05,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX3572A,/collections/vinyl-blinds,/products/cmlx3572a-width-range-30-25-35-length-range-62-72,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,35.0x72=19.91,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX3536A,/collections/vinyl-blinds,/products/cmlx3536a-width-range-27-25-30-length-range-26-36,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,35.0x36=15.71,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX3084A,/collections/vinyl-blinds,/products/cmlx3084a-width-range-27-25-30-length-range-74-84,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,30.0x84=19.91,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX3072A,/collections/vinyl-blinds,/products/cmlx3072a-width-range-27-25-30-length-range-62-72,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,30.0x72=18.06,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX3060A,/collections/vinyl-blinds,/products/cmlx3060a-width-range-27-25-30-length-range-50-60,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,30.0x60=16.22,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX3048A,/collections/vinyl-blinds,/products/cmlx3048a-width-range-23-25-27-length-range-38-48,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,30.0x48=15.57,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX3036A,/collections/vinyl-blinds,/products/cmlx3036a-width-range-23-25-27-length-range-26-36,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,30.0x36=18.3,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX2772A,/collections/vinyl-blinds,/products/cmlx2772a-width-range-23-25-27-length-range-62-72,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,27.0x72=16.96,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX2764W,/collections/vinyl-blinds,/products/cmlx2764w-width-range-23-25-27-length-range-54-64,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,27.0x64=15.85,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX2764A,/collections/vinyl-blinds,/products/cmlx2764a-width-range-23-25-27-length-range-54-64,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,27.0x64=15.85,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX2760A,/collections/vinyl-blinds,/products/cmlx2760a-width-range-23-25-27-length-range-50-60,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,27.0x60=15.3,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX2748A,/collections/vinyl-blinds,/products/cmlx2748a-width-range-23-25-27-length-range-38-48,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,27.0x48=15.96,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX2736A,/collections/vinyl-blinds,/products/cmlx2736a-width-range-17-25-23-length-range-26-36,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,27.0x36=17.17,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX2372A,/collections/vinyl-blinds,/products/cmlx2372a-width-range-17-25-23-length-range-62-72,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,23.0x72=15.49,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX2364W,/collections/vinyl-blinds,/products/cmlx2364w-width-range-17-25-23-length-range-54-64,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,23.0x64=14.54,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX2348A,/collections/vinyl-blinds,/products/cmlx2348a-width-range-17-25-23-length-range-38-48,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,23.0x48=14.63,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX2336A,/collections/vinyl-blinds,/products/cmlx2336a-width-range-17-25-23-length-range-26-36,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,23.0x36=15.66,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CMLX1772A,/collections/vinyl-blinds,/products/cmlx1772a-width-range-17-25-17-length-range-62-72,,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,17.0x72=15.45,95,,2026-09-20,unresolved_exception,Price not displayed on collection
CRLX7296W,/collections/custom-vinyl-plus-blinds,/products/crlx7296w-width-range-69-25-72-length-range-86-96,105.0,lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,72.0x96=56.26,96,,2026-09-20,unresolved_exception,Price conflict
CRLX2796W,/collections/custom-vinyl-plus-blinds,/products/crlx2796w-width-range-23-25-27-length-range-86-96,105.0,lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,27.0x96=25.47,96,,2026-09-20,unresolved_exception,Price conflict
CRLX82548W,/collections/custom-vinyl-plus-blinds,/products/crlx82548w-width-range-76-75-82-5-length-range-38-48,105.0,lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,82.5x48=69.58,96,,2026-09-20,unresolved_exception,Price conflict
CRLX3060W,/collections/custom-vinyl-plus-blinds,/products/crlx3060w-width-range-27-25-30-length-range-50-60,105.0,lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,30.0x60=18.24,96,,2026-09-20,unresolved_exception,Price conflict
CRLX82572W,/collections/custom-vinyl-plus-blinds,/products/crlx82572w-width-range-76-75-82-5-length-range-62-72,105.0,lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,82.5x72=87.18,96,,2026-09-20,unresolved_exception,Price conflict
CRLX9572W,/collections/custom-vinyl-plus-blinds,/products/crlx9572w-width-range-89-25-95-length-range-62-72,105.0,lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,95.0x72=99.18,96,,2026-09-20,unresolved_exception,Price conflict
CRLX7272W,/collections/custom-vinyl-plus-blinds,/products/crlx7272w-width-range-69-25-72-length-range-62-72,105.0,lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,72.0x72=39.36,96,,2026-09-20,unresolved_exception,Price conflict
CRLX4896W,/collections/custom-vinyl-plus-blinds,/products/crlx4896w-width-range-43-25-48-length-range-86-96,105.0,lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,48.0x96=39.85,96,,2026-09-20,unresolved_exception,Price conflict
